Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (1, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Behavior
432.27,82.3,40.466965,-3.459313,592.6,3,5,273.6,0.449,1,-0.112,-0.401,0.042,-0.092,-0.405,0.034,-1.501,-0.397,-0.442,0.727,-0.019,3.426,2,61.75,2.7,2,82.3,120,1,1,3,1,40.466953,-3.459044,0.767,82.3,2
433.28,81.9,40.46698,-3.459577,593,3,5,273.6,0,1,-0.069,-0.382,0.014,-0.074,-0.387,0.034,-1.498,-0.396,-0.437,0.657,-0.07,3.471,2,66.12,2.91,2,81.9,120,1,1,3,1,40.466965,-3.459314,1.425,81.7,2
434.31,81.7,40.466991,-3.459845,593.1,3,5,273.6,0,1,-0.084,-0.395,0.065,-0.072,-0.385,0.058,-1.499,-0.396,-0.437,0.636,-0.049,3.277,2,82.92,3.65,3,81.7,120,1,1,3,1,40.466965,-3.459314,1.425,81.7,2
435.32,81.5,40.467007,-3.460121,592.8,3,5,273.6,0,1,-0.099,-0.363,0.067,-0.085,-0.374,0.053,-1.502,-0.397,-0.436,0.606,-0.064,3.369,2,80.55,3.56,3,81.5,120,1,1,3,1,40.466991,-3.459845,0.836,81.5,2
436.26,81.6,40.467018,-3.460388,592.7,3,5,273.6,0,1,-0.029,-0.379,0.076,-0.042,-0.383,0.08,-1.5,-0.406,-0.435,0.646,-0.05,3.297,2,85.17,3.76,2,81.6,120,1,1,3,1,40.467007,-3.460121,1.168,81.6,2
437.26,82.2,40.46703,-3.460652,592.9,3,5,273.6,0,1,-0.103,-0.392,0.093,-0.115,-0.4,0.074,-1.501,-0.418,-0.428,0.818,-0.015,3.349,2,94.94,4.16,2,82.2,120,1,1,3,1,40.467007,-3.460121,1.168,81.6,2
438.26,82.8,40.467045,-3.460924,593.3,4,5,273.6,0.046,1,-0.104,-0.38,0.042,-0.102,-0.378,0.067,-1.494,-0.427,-0.421,0.707,-0.074,3.297,2,82.22,3.57,1,82.8,120,1,1,3,1,40.46703,-3.460652,1.317,82.8,2
439.26,84.4,40.467056,-3.461194,593.4,4,5,274,0.429,1,-0.111,-0.393,0.069,-0.11,-0.388,0.065,-1.493,-0.425,-0.417,0.626,-0.04,3.288,1,104.9,4.47,2,84.4,120,1,1,3,1,40.46703,-3.460652,1.317,82.8,2
440.28,84.2,40.467072,-3.461464,593.7,4,5,274,0.429,1,-0.09,-0.413,0.06,-0.118,-0.376,0.057,-1.492,-0.423,-0.421,0.646,-0.005,3.388,2,91.89,3.93,2,84.2,120,1,1,3,1,40.467056,-3.461194,1.399,84.6,2
441.26,84.6,40.467087,-3.461744,593.8,4,5,274,0,1,-0.079,-0.361,0.085,-0.094,-0.363,0.085,-1.492,-0.421,-0.42,0.566,-0.024,3.308,2,109.46,4.66,2,84.6,120,1,1,3,1,40.467056,-3.461194,1.399,84.6,2
442.27,85.3,40.467098,-3.46202,593.8,4,5,273.3,0.732,1,-0.118,-0.4,0.04,-0.105,-0.383,0.048,-1.492,-0.418,-0.421,0.626,-0.047,3.351,2,135.52,5.72,1,85.3,120,1,1,3,1,40.467087,-3.461744,1.324,85.3,2
443.26,86,40.46711,-3.462293,593.5,4,5,273.3,0.732,1,-0.105,-0.371,0.079,-0.077,-0.38,0.076,-1.487,-0.414,-0.415,0.687,-0.055,3.457,2,130.5,5.46,1,86,120,1,1,3,1,40.467087,-3.461744,1.324,85.3,2
444.26,86.8,40.467125,-3.462582,593.3,4,5,273.3,0,1,-0.147,-0.374,0.06,-0.107,-0.371,0.055,-1.484,-0.409,-0.409,0.626,-0.05,3.435,1,134.65,5.58,1,86.8,120,1,1,3,1,40.46711,-3.462294,1.46,87.3,2
445.27,87.3,40.467136,-3.462873,593.3,4,5,273.8,0.503,1,-0.102,-0.36,0.071,-0.092,-0.368,0.072,-1.486,-0.407,-0.409,0.727,0.05,3.563,2,133.01,5.49,1,87.3,120,1,1,3,1,40.46711,-3.462294,1.46,87.3,2
446.28,88.1,40.467152,-3.463159,593.4,4,5,273.8,0.503,1,-0.085,-0.387,0.086,-0.086,-0.381,0.074,-1.486,-0.404,-0.41,0.616,-0.064,3.374,2,151.62,6.2,1,88.1,120,1,1,3,1,40.467136,-3.462873,0.587,88.1,2
447.27,88.5,40.467167,-3.463441,593,4,5,272.9,0.908,1,-0.114,-0.369,0.065,-0.078,-0.377,0.073,-1.484,-0.403,-0.409,0.768,-0.01,3.301,2,125.82,5.12,1,88.5,120,1,1,3,1,40.467152,-3.463159,0.861,88.5,2
448.27,88.8,40.467175,-3.463726,593.4,4,5,272.9,0.908,1,-0.079,-0.355,0.066,-0.069,-0.354,0.072,-1.481,-0.398,-0.405,0.677,-0.053,3.412,2,112.55,4.56,1,88.8,120,1,1,3,1,40.467167,-3.463442,0.942,88.8,2
449.27,89.9,40.467186,-3.464029,593.3,4,5,272.9,0,1,-0.059,-0.366,0.091,-0.073,-0.371,0.081,-1.481,-0.396,-0.405,0.828,-0.009,3.433,2,133.14,5.33,1,89.9,120,1,1,3,1,40.467167,-3.463442,0.942,88.8,2
450.27,90.3,40.467194,-3.464327,593.7,4,5,272.9,0,1,-0.09,-0.359,0.076,-0.1,-0.359,0.079,-1.48,-0.394,-0.405,0.667,-0.039,3.436,2,163.75,6.53,2,90.3,120,1,1,3,1,40.467167,-3.463442,0.942,88.8,2
451.27,90.6,40.467209,-3.464623,593.9,4,5,271.9,0.936,1,-0.108,-0.359,0.079,-0.091,-0.364,0.076,-1.479,-0.39,-0.404,0.808,-0.033,3.283,2,162.09,6.44,2,90.6,120,1,1,3,1,40.467167,-3.463442,0.942,88.8,2
452.27,91.9,40.467216,-3.464919,593.6,4,5,271.9,0.936,1,-0.095,-0.379,0.061,-0.077,-0.383,0.069,-1.478,-0.391,-0.398,0.869,-0.042,3.422,2,50.22,1.97,3,91.9,120,1,1,3,1,40.467175,-3.463727,6.804,93.5,2
453.36,92.1,40.467224,-3.465212,593.4,4,5,271.4,0.476,1,-0.028,-0.357,0.092,-0.071,-0.358,0.083,-1.474,-0.391,-0.391,0.96,-0.049,3.171,1,111.15,4.34,5,92.1,120,1,1,3,1,40.467175,-3.463727,6.804,93.5,2
454.27,92.7,40.467228,-3.465521,593.4,4,5,270.6,1.351,1,-0.114,-0.331,0.076,-0.117,-0.343,0.077,-1.472,-0.392,-0.389,0.606,-0.086,3.359,2,90.58,3.52,4,92.7,120,1,1,3,1,40.467175,-3.463727,6.804,93.5,2
455.27,93.5,40.467228,-3.465804,593.5,4,5,270.6,0.875,1,-0.088,-0.369,-0.004,-0.084,-0.368,0.014,-1.47,-0.393,-0.388,0.606,-0.059,3.406,2,79.78,3.07,4,93.5,120,1,1,3,1,40.467175,-3.463727,6.804,93.5,2
456.28,91.9,40.467232,-3.466088,593.3,4,5,270.6,0,1,-0.093,-0.352,0.051,-0.1,-0.362,0.024,-1.472,-0.393,-0.39,0.404,-0.074,3.436,2,91.2,3.57,4,91.9,120,1,1,3,1,40.467228,-3.465805,1.234,91.9,2
457.27,90.5,40.467236,-3.466395,593,4,5,271,0.422,1,-0.089,-0.383,0.027,-0.123,-0.379,0.017,-1.474,-0.392,-0.385,0.333,-0.11,3.419,1,89.79,3.57,5,90.5,120,1,1,3,1,40.467228,-3.465805,1.234,91.9,2
458.29,89.3,40.467239,-3.466698,592.6,4,5,270.3,0.699,1,-0.095,-0.352,0.039,-0.092,-0.355,0.026,-1.475,-0.388,-0.384,0.192,-0.083,3.513,2,103.14,4.16,3,89.3,120,1,1,3,1,40.467236,-3.466396,1.493,88.1,2
459.29,88.1,40.467239,-3.466986,592.7,6,5,270.1,0.867,1,-0.082,-0.368,0.063,-0.089,-0.365,0.048,-1.477,-0.391,-0.385,0.111,-0.048,3.423,1,13.75,0.56,3,88.1,120,1,1,3,1,40.467236,-3.466396,1.493,88.1,2
460.29,87,40.467239,-3.467281,593.6,6,5,270.1,0.168,1,-0.078,-0.348,0.05,-0.117,-0.344,0.052,-1.48,-0.388,-0.387,0.101,-0.024,3.42,2,-1,-1,2,87,120,1,1,3,1,40.467239,-3.466986,1.97,86.5,2
461.28,86.5,40.467239,-3.467569,592.9,6,5,269.5,0.59,1,-0.116,-0.341,0.056,-0.086,-0.342,0.064,-1.481,-0.39,-0.39,0.232,0.036,3.406,2,-1,-1,2,86.5,120,1,1,3,1,40.467239,-3.466986,1.97,86.5,2
462.28,86.3,40.467239,-3.467858,592.6,4,5,269.5,0.59,1,-0.094,-0.399,0.055,-0.119,-0.395,0.054,-1.485,-0.39,-0.387,0.566,0.13,3.42,2,76.61,3.2,4,86.3,120,1,1,3,1,40.467239,-3.467569,1.662,85.9,2
463.28,85.9,40.467236,-3.46814,592.6,6,5,269.5,0.039,1,-0.119,-0.372,0.039,-0.078,-0.383,0.063,-1.479,-0.391,-0.374,0.596,-0.02,3.476,2,77.38,3.24,4,85.9,120,1,1,3,1,40.467239,-3.467569,1.662,85.9,2
464.28,86.3,40.467232,-3.46842,592.5,6,5,268.5,1.036,1,-0.067,-0.376,0.051,-0.062,-0.381,0.059,-1.477,-0.392,-0.367,0.687,-0.09,3.458,1,46.78,1.95,4,86.3,120,1,1,3,1,40.467236,-3.46814,0.816,86.3,2
465.3,86.5,40.467224,-3.468699,592.5,6,5,267.8,1.659,1,-0.087,-0.355,0.066,-0.093,-0.365,0.067,-1.477,-0.391,-0.363,0.667,-0.141,3.421,2,69.55,2.9,4,86.5,120,1,1,3,1,40.467236,-3.46814,0.816,86.3,2
466.35,86.9,40.467216,-3.468996,592.7,4,5,267.8,0.662,1,-0.13,-0.38,0.068,-0.093,-0.374,0.091,-1.474,-0.389,-0.357,0.657,-0.078,3.457,2,94.26,3.9,4,86.9,120,1,1,3,1,40.467236,-3.46814,0.816,86.3,2
467.27,87.6,40.467205,-3.46928,592.7,4,5,267.4,0.438,1,-0.137,-0.374,0.088,-0.091,-0.379,0.083,-1.472,-0.389,-0.352,0.899,-0.101,3.32,2,89.06,3.66,4,87.6,120,1,1,3,1,40.467232,-3.46842,5.376,85.8,2
468.26,87.9,40.467194,-3.469573,592.4,4,5,266.7,1.088,1,-0.087,-0.388,0.03,-0.08,-0.391,0.034,-1.466,-0.388,-0.343,0.626,-0.126,3.566,2,103.06,4.22,5,87.9,120,1,1,3,1,40.467232,-3.46842,5.376,85.8,2
469.29,86.7,40.467182,-3.469866,592.5,4,5,265.7,1.665,1,-0.114,-0.334,0.035,-0.101,-0.328,0.04,-1.466,-0.389,-0.35,0.556,-0.105,3.433,1,98.01,4.07,4,86.7,120,1,1,3,1,40.467232,-3.46842,5.376,85.8,2
470.28,85.8,40.467163,-3.470148,592.4,4,5,265.2,1.548,1,-0.153,-0.326,0.041,-0.104,-0.334,0.045,-1.467,-0.39,-0.363,0.808,-0.019,3.56,2,58.5,2.45,4,85.8,120,1,1,3,1,40.467232,-3.46842,5.376,85.8,2
471.27,85,40.467148,-3.470415,591.9,4,5,265.2,0.532,1,-0.096,-0.407,0.062,-0.082,-0.399,0.071,-1.471,-0.389,-0.366,1.182,0.015,3.439,2,70.35,2.98,5,85,120,1,1,3,1,40.467163,-3.470148,0.984,85,2
472.3,84.8,40.467129,-3.470689,591.6,4,5,265.2,0,1,-0.084,-0.366,0.062,-0.085,-0.378,0.081,-1.464,-0.382,-0.355,1.394,-0.043,3.311,2,85.91,3.65,5,84.8,120,1,1,3,1,40.467148,-3.470415,1.109,84.8,2
473.25,84.6,40.467113,-3.470962,591.9,4,5,264,1.191,1,-0.121,-0.357,0.093,-0.115,-0.357,0.074,-1.467,-0.373,-0.359,0,0,3.408,0,50.15,2.13,4,84.6,120,1,1,3,1,40.467148,-3.470415,1.109,84.8,2
474.33,84.4,40.467087,-3.471256,592.2,4,5,264,1.191,1,-0.053,-0.404,0.072,-0.076,-0.389,0.079,-1.466,-0.355,-0.361,0,0,3.408,0,53.54,2.28,4,84.4,120,1,1,3,1,40.467113,-3.470963,1.265,84.4,2
475.32,84.9,40.467064,-3.471524,591.3,4,5,263,0.986,1,-0.036,-0.424,0.101,-0.082,-0.415,0.072,-1.463,-0.359,-0.351,0,0,3.411,0,55.6,2.36,4,84.9,120,1,1,3,1,40.467113,-3.470963,1.265,84.4,2
476.3,85.4,40.467037,-3.471799,591,4,5,262.4,1.614,1,-0.163,-0.367,0.078,-0.126,-0.387,0.083,-1.459,-0.357,-0.345,-0.667,-0.059,3.246,2,57.17,2.41,4,85.4,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
477.29,85.3,40.46701,-3.472083,590.9,4,5,262.4,0.628,1,-0.047,-0.363,0.087,-0.067,-0.378,0.093,-1.457,-0.352,-0.346,-0.596,0.064,3.246,2,56.04,2.36,4,85.3,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
478.26,85.7,40.46698,-3.472353,590.7,4,5,262.1,0.313,1,-0.065,-0.377,0.099,-0.057,-0.364,0.089,-1.453,-0.351,-0.345,-0.414,0.105,3.218,2,64.87,2.73,4,85.7,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
479.25,85.9,40.466953,-3.472626,591,4,5,261,1.368,1,-0.117,-0.365,0.076,-0.095,-0.369,0.088,-1.457,-0.36,-0.349,-0.131,0.116,3.241,2,70.43,2.95,4,85.9,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
480.27,85.9,40.466923,-3.472885,591,4,5,260,2.058,1,-0.096,-0.421,0.061,-0.066,-0.41,0.073,-1.454,-0.368,-0.346,0.141,0.1,3.217,2,67.51,2.83,4,85.9,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
481.25,85.9,40.466881,-3.473194,591.9,4,5,261.2,1.205,1,-0.072,-0.397,0.088,-0.105,-0.414,0.088,-1.454,-0.357,-0.338,0.293,0.046,3.268,2,75.85,3.18,4,85.9,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
482.25,85,40.46685,-3.473454,592,4,5,261.2,1.205,1,-0.077,-0.394,0.078,-0.081,-0.37,0.076,-1.453,-0.365,-0.336,0.323,0.043,3.302,2,75.27,3.19,4,85,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
483.25,85.4,40.466816,-3.473733,593.1,4,5,259.9,1.291,1,-0.121,-0.395,0.112,-0.119,-0.39,0.1,-1.454,-0.363,-0.338,0.374,0.009,3.274,2,68.77,2.9,3,85.4,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
484.3,85,40.466778,-3.474003,593.6,4,5,259.3,1.91,1,-0.066,-0.377,0.08,-0.068,-0.378,0.089,-1.451,-0.373,-0.335,0.374,0.034,3.179,2,63.03,2.67,2,85,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
485.26,86,40.466736,-3.474283,593.9,4,5,258.7,1.281,1,-0.079,-0.4,0.079,-0.089,-0.402,0.089,-1.454,-0.363,-0.335,0.323,-0.003,3.218,2,80.63,3.37,2,86,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
486.27,85.5,40.466694,-3.474554,593.3,4,5,258.7,0.662,1,-0.038,-0.386,0.086,-0.036,-0.389,0.092,-1.451,-0.372,-0.332,0.333,-0.007,3.135,2,74.16,3.12,2,85.5,120,1,1,3,1,40.467064,-3.471524,1.109,85.4,2
487.26,86.9,40.466648,-3.474839,593.5,4,5,257.7,0.969,1,-0.123,-0.392,0.078,-0.091,-0.376,0.073,-1.457,-0.37,-0.343,0.455,0.012,3.16,2,80.03,3.32,2,86.9,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
488.26,86.2,40.466602,-3.475124,593.2,4,5,257,1.686,1,-0.087,-0.459,0.096,-0.103,-0.423,0.081,-1.46,-0.368,-0.347,0.596,0.129,3.292,2,89.4,3.73,2,86.2,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
489.26,86.5,40.466553,-3.475394,593.4,4,5,257,0.717,1,-0.055,-0.391,0.085,-0.083,-0.4,0.08,-1.454,-0.384,-0.327,0.545,0.048,3.187,2,80.78,3.36,2,86.5,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
490.26,88.4,40.466503,-3.475678,593,4,5,256.4,0.607,1,-0.061,-0.372,0.092,-0.085,-0.363,0.092,-1.457,-0.378,-0.335,0.455,-0.053,3.205,2,105.08,4.28,2,88.4,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
491.31,86.8,40.46645,-3.47596,593,4,5,256.4,0.607,1,-0.034,-0.392,0.089,-0.075,-0.382,0.087,-1.46,-0.378,-0.345,0.424,-0.04,3.187,2,108.73,4.51,2,86.8,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
492.26,85.2,40.466404,-3.476222,592.4,4,5,256.4,0,1,-0.071,-0.375,0.094,-0.091,-0.388,0.084,-1.463,-0.373,-0.345,0.404,-0.034,3.177,2,125.62,5.31,2,85.2,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
493.29,86.7,40.466351,-3.476501,592.4,4,5,255.5,0.864,1,-0.091,-0.384,0.073,-0.075,-0.377,0.07,-1.461,-0.374,-0.351,0.343,-0.043,3.19,2,137.22,5.7,2,86.7,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
494.26,86.7,40.466297,-3.476769,592.5,4,5,255.5,0.864,1,-0.099,-0.418,0.085,-0.082,-0.397,0.078,-1.465,-0.37,-0.358,0.323,-0.003,3.176,2,152.12,6.32,2,86.7,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
495.25,86.6,40.466244,-3.477047,592,4,5,255.5,0,1,-0.072,-0.384,0.081,-0.089,-0.38,0.067,-1.468,-0.37,-0.36,0.333,0.04,3.209,2,167.35,6.96,2,86.6,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
496.26,86.8,40.46619,-3.477319,591.8,4,5,255.5,0,1,-0.1,-0.376,0.067,-0.092,-0.365,0.072,-1.473,-0.378,-0.37,0.475,0.044,3.215,2,183.82,7.62,2,86.8,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
497.26,86.4,40.466133,-3.477597,591.4,4,5,255.5,0,1,-0.128,-0.361,0.058,-0.111,-0.361,0.05,-1.479,-0.378,-0.386,0.657,0.111,3.348,2,202.42,8.43,2,86.4,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
498.26,86.7,40.466084,-3.477863,591.4,4,5,255.5,0,1,-0.093,-0.355,0.035,-0.081,-0.353,0.051,-1.482,-0.391,-0.4,0.899,0.091,3.746,2,155.66,6.46,2,86.7,120,1,1,3,1,40.46701,-3.472083,20.284,86.4,2
564.27,73.4,40.464115,-3.484956,594.6,3,5,72.1,2.461,1,-0.048,-0.003,-0.051,-0.033,-0.01,-0.055,-1.572,-0.01,2.843,0,-0.044,4.147,2,-1,-1,0,73.4,90,1,1,1,1,40.46405,-3.48519,1.086,73.4,2
565.31,74.2,40.464161,-3.484715,593.5,3,5,72.8,2.461,1,-0.187,-0.021,-0.075,-0.085,-0.023,-0.063,-1.566,0.001,2.838,-0.04,0.031,4.195,2,-1,-1,0,74.2,90,1,1,1,1,40.46405,-3.48519,1.086,73.4,2
566.25,74.1,40.464207,-3.484488,592.8,4,5,73.2,1.091,1,0.03,0.002,-0.033,-0.01,0.013,-0.057,-1.549,0.011,2.84,0,0.018,4.019,2,-1,-1,0,74.1,90,1,1,1,1,40.464161,-3.484715,2.47,70.3,2
567.27,74.4,40.46426,-3.484254,592.5,4,5,72.1,1.091,1,-0.018,-0.019,-0.018,-0.017,-0.011,-0.031,-1.543,0.018,2.841,-0.02,-0.006,3.842,2,-1,-1,0,74.4,90,1,1,1,1,40.464161,-3.484715,2.47,70.3,2
568.26,70.3,40.464321,-3.484063,592.2,4,5,72.8,0.703,1,-0.02,-0.015,-0.02,-0.009,0.004,-0.012,-1.533,0.012,2.839,0.061,0.019,3.827,2,-1,-1,0,70.3,90,1,1,1,1,40.464161,-3.484715,2.47,70.3,2
569.31,70.3,40.464375,-3.483843,592.1,4,5,72.8,0.703,1,0.066,-0.036,0.03,0.033,-0.008,0.002,-1.546,0.009,2.833,0.152,0.01,3.775,2,-1,-1,0,70.3,90,1,1,1,1,40.464321,-3.484063,1.492,69.9,2
570.26,69.9,40.464424,-3.483618,592.1,4,5,73.8,1.055,1,0.008,-0.014,0,-0.009,-0.009,0.001,-1.54,0.009,2.832,0.384,0.046,3.819,2,-1,-1,0,69.9,90,1,1,1,1,40.464321,-3.484063,1.492,69.9,2
571.27,70.1,40.464474,-3.483398,592.1,4,5,74.2,1.406,1,-0.009,-0.027,-0.007,-0.001,-0.019,0.001,-1.538,0.014,2.836,0.616,0.051,3.837,2,-1,-1,0,70.1,90,1,1,1,1,40.464424,-3.483618,1.319,70.1,2
572.27,70.1,40.464523,-3.483186,592.1,4,5,74.2,0.352,1,-0.01,-0.016,0,-0.018,-0.014,0.005,-1.537,0.021,2.843,0.848,0.05,3.864,2,-1,-1,0,70.1,90,1,1,1,1,40.464424,-3.483618,1.319,70.1,2
573.27,69.8,40.464565,-3.482959,592,4,5,74.2,0,1,-0.042,-0.001,0.008,-0.038,-0.008,0.009,-1.548,0.026,2.854,0.949,0.004,3.792,2,-1,-1,0,69.8,90,1,1,1,1,40.464523,-3.483186,0.973,69.8,2
574.29,69.5,40.464615,-3.482737,592,4,5,73.5,0.703,1,-0.029,-0.024,0.026,-0.017,-0.012,0.017,-1.561,0.022,2.861,1.03,-0.036,3.817,2,-1,-1,0,69.5,90,1,1,1,1,40.464565,-3.482959,1.112,69.5,2
575.27,69.4,40.464664,-3.482521,591.8,4,5,73.8,0.352,1,-0.008,-0.031,0.005,-0.021,-0.026,-0.009,-1.567,0.023,2.863,1.04,-0.044,3.753,2,-1,-1,0,69.4,90,1,1,1,1,40.464565,-3.482959,1.112,69.5,2
576.3,71.5,40.464718,-3.482288,591.8,4,5,73.1,0.703,1,-0.04,0.011,-0.009,-0.038,-0.001,-0.004,-1.574,0.027,2.871,1,-0.027,3.786,2,-1,-1,0,71.5,90,1,1,1,1,40.464664,-3.482521,1.36,71.5,2
577.27,71,40.464756,-3.482059,591.9,4,5,73.8,0.703,1,0.018,0.002,-0.002,0.003,0,-0.006,-1.571,0.02,2.874,0.939,-0.014,3.789,2,-1,-1,0,71,90,1,1,1,1,40.464664,-3.482521,1.36,71.5,2
578.27,72,40.464809,-3.481831,591.9,4,5,72.8,1.055,1,-0.034,-0.015,0.003,-0.006,-0.016,0.014,-1.559,0.028,2.883,1.01,0.005,3.834,2,-1,-1,0,72,90,1,1,1,1,40.464756,-3.482059,2.133,72.7,2
579.27,72.7,40.464855,-3.481592,591.6,4,5,72.8,1.055,1,-0.013,0.009,-0.011,-0.002,0.001,-0.003,-1.578,0.043,2.901,0.96,-0.055,3.73,2,-1,-1,0,72.7,90,1,1,1,1,40.464756,-3.482059,2.133,72.7,2
580.31,73.7,40.464912,-3.481362,591.4,4,5,72.1,0.703,1,-0.021,-0.007,-0.024,-0.022,0.011,-0.008,-1.573,0.028,2.906,0.758,-0.084,3.724,2,-1,-1,0,73.7,90,1,1,1,1,40.464756,-3.482059,2.133,72.7,2
581.27,74.9,40.464981,-3.481124,591.4,4,5,71.7,1.055,1,-0.055,-0.002,-0.012,-0.042,-0.007,-0.003,-1.573,0.039,2.918,0.495,-0.11,3.718,2,-1,-1,0,74.9,90,1,1,1,1,40.464912,-3.481362,1.141,74.9,2
582.27,75.8,40.465046,-3.480882,591.5,3,5,71.4,0.703,1,-0.05,-0.031,-0.016,-0.037,-0.018,-0.014,-1.567,0.031,2.938,0.162,-0.073,3.556,2,-1,-1,0,75.8,90,1,1,1,1,40.464912,-3.481362,1.141,74.9,2
583.26,76.5,40.465111,-3.480648,591.4,3,5,70.3,1.406,1,0.034,0.001,-0.037,-0.012,0.011,-0.006,-1.579,0.03,2.95,0.01,-0.041,3.289,2,-1,-1,0,76.5,90,1,1,1,1,40.465046,-3.480882,0.938,76.5,2
584.29,77.5,40.465172,-3.480411,591.5,3,5,69.6,1.758,1,0,0.024,-0.018,-0.016,0.038,0,-1.57,0.014,2.947,-0.061,-0.038,3.359,2,-1,-1,0,77.5,90,1,1,1,1,40.465111,-3.480648,0.834,77.5,2
585.27,77.9,40.465244,-3.480169,591.4,3,5,67.6,2.705,1,-0.001,0.017,-0.002,-0.007,0.021,-0.012,-1.561,-0.02,2.929,-0.202,-0.021,3.396,2,-1,-1,1,77.9,90,1,1,1,1,40.465172,-3.480411,0.65,77.9,2
586.27,78.8,40.465298,-3.479932,591.2,3,5,65.8,3.773,1,-0.027,0.008,0.009,-0.03,0.01,0.011,-1.555,-0.031,2.909,-0.242,0,3.465,2,-1,-1,1,78.8,90,1,1,1,1,40.465244,-3.480169,0.936,78.8,2
587.27,79.1,40.465363,-3.479688,591.4,3,5,64.5,3.071,1,-0.009,-0.003,0.036,-0.021,-0.01,0.008,-1.554,-0.032,2.894,-0.172,0.041,3.237,2,-1,-1,1,79.1,90,1,1,1,1,40.465298,-3.479932,0.548,79.1,2
588.27,79.2,40.465424,-3.479446,591,3,5,74.1,9.603,1,-0.006,-0.054,-0.02,-0.014,-0.057,0.003,-1.551,-0.016,2.897,-0.717,-0.087,3.164,2,-1,-1,1,79.2,90,1,1,1,1,40.465363,-3.479688,0.641,79.2,2
589.33,78.7,40.465492,-3.479206,591,4,5,74.1,9.603,1,-0.062,0.01,0.017,-0.047,-0.015,0.018,-1.553,-0.021,2.895,0,0,3.603,0,-1,-1,1,78.7,90,1,1,1,1,40.465424,-3.479446,1.462,80.8,2
590.27,80.8,40.465546,-3.478938,591,4,5,74.1,0,1,0.066,0.011,0,0.033,0.009,0.021,-1.554,-0.017,2.885,0,0,3.604,0,-1,-1,1,80.8,90,1,1,1,1,40.465424,-3.479446,1.462,80.8,2
591.28,82.5,40.465607,-3.478674,590.9,4,5,74.1,0,1,-0.033,0.014,0.041,-0.037,0,0.023,-1.567,-0.025,2.867,0.616,0.124,3.589,2,-1,-1,1,82.5,90,1,1,1,1,40.465546,-3.478938,0.895,82.5,2
592.28,81,40.465672,-3.47844,591,4,5,74.1,0,1,0.007,-0.007,0.005,0.005,-0.012,0.019,-1.57,-0.016,2.857,0.545,-0.039,3.443,2,-1,-1,1,81,90,1,1,1,1,40.465607,-3.478674,0.745,81,2
593.26,84,40.465729,-3.478157,591.5,4,5,74.1,0,1,-0.013,-0.004,-0.015,-0.004,0,-0.006,-1.569,-0.007,2.851,0.424,-0.144,3.51,2,-1,-1,1,84,90,1,1,1,1,40.465672,-3.47844,0.769,84,2
